time(UTC);RH
20101117:1200;85,8
20101117:1300;89
20101117:1400;85,85
20101117:1500;82,85
20101117:1600;77
20101117:1700;79,85
20101117:1800;89
20101117:1900;89
20101117:2000;89
20101117:2100;85,7
20101117:2200;85,65
20101117:2300;85,55
20101118:0000;88,75
20101118:0100;85,4
20101118:0200;92,1
20101118:0300;88,65
20101118:0400;88,65
20101118:0500;88,65
20101118:0600;82,2
20101118:0700;85,35
20101118:0800;85,4
20101118:0900;79,35
20101118:1000;68,5
20101118:1100;59,15
20101118:1200;51,1
20101118:1300;49,3
20101118:1400;45,8
20101118:1500;45,8
20101118:1600;53,1
20101118:1700;59,25
20101118:1800;66,05
20101118:1900;71,05
20101118:2000;71,05
20101118:2100;76,5
20101118:2200;82,35
20101118:2300;85,5
20101119:0000;88,75
20101119:0100;88,75
20101119:0200;92,15
20101119:0300;95,7
20101119:0400;95,7
20101119:0500;92,15
20101119:0600;92,15
20101119:0700;92,15
20101119:0800;92,15
20101119:0900;85,6
20101119:1000;79,55
20101119:1100;79,65
20101119:1200;74,15
20101119:1300;64
20101119:1400;59,5
20101119:1500;61,65
20101119:1600;64
20101119:1700;71,4
20101119:1800;76,85
20101119:1900;76,8
20101119:2000;79,65
20101119:2100;82,6
20101119:2200;85,75
20101119:2300;85,75
20101120:0000;82,6
20101120:0100;82,6
20101120:0200;82,6
20101120:0300;82,65
20101120:0400;85,8
20101120:0500;89,05
20101120:0600;92,35
20101120:0700;95,8
20101120:0800;99,4
20101120:0900;95,85
20101120:1000;95,85
20101120:1100;86
20101120:1200;74,45
20101120:1300;59,85
20101120:1400;55,5
20101120:1500;51,65
20101120:1600;53,5
20101120:1700;61,75
20101120:1800;68,8
20101120:1900;71,25
20101120:2000;73,9
20101120:2100;73,8
20101120:2200;73,8
20101120:2300;73,7
20101121:0000;79,35
20101121:0100;79,35
20101121:0200;82,4
20101121:0300;82,4
20101121:0400;85,55
20101121:0500;85,6
20101121:0600;85,6
20101121:0700;82,5
20101121:0800;82,55
20101121:0900;79,55
20101121:1000;73,95
20101121:1100;66,35
20101121:1200;59,5
20101121:1300;55,3
20101121:1400;51,35
20101121:1500;51,35
20101121:1600;57,3
20101121:1700;61,55
20101121:1800;68,7
20101121:1900;76,8
20101121:2000;79,65
20101121:2100;85,75
20101121:2200;85,75
20101121:2300;88,95
20101122:0000;92,3
20101122:0100;92,25
20101122:0200;92,25
20101122:0300;88,85
20101122:0400;92,2
20101122:0500;92,2
20101122:0600;92,2
20101122:0700;88,85
20101122:0800;88,85
20101122:0900;85,7
20101122:1000;82,6
20101122:1100;71,25
20101122:1200;61,45
20101122:1300;57,05
20101122:1400;52,95
20101122:1500;52,95
20101122:1600;57,05
20101122:1700;63,7
20101122:1800;68,5
20101122:1900;73,8
20101122:2000;73,8
20101122:2100;73,8
20101122:2200;76,55
20101122:2300;76,5
20101123:0000;76,5
20101123:0100;82,35
20101123:0200;85,45
20101123:0300;88,65
20101123:0400;88,65
20101123:0500;88,65
20101123:0600;88,65
20101123:0700;92,05
20101123:0800;88,65
20101123:0900;82,35
20101123:1000;73,8
20101123:1100;68,6
20101123:1200;59,25
20101123:1300;55,05
20101123:1400;51,1
20101123:1500;51,1
20101123:1600;55,05
20101123:1700;59,15
20101123:1800;66,05
20101123:1900;73,8
20101123:2000;76,55
20101123:2100;79,4
20101123:2200;82,4
20101123:2300;82,35
20101124:0000;79,35
20101124:0100;85,5
20101124:0200;88,7
20101124:0300;92,15
20101124:0400;92,1
20101124:0500;95,65
20101124:0600;95,65
20101124:0700;95,65
20101124:0800;95,65
20101124:0900;79,2
20101124:1000;68,4
20101124:1100;61,3
20101124:1200;55,05
20101124:1300;51,1
20101124:1400;49,3
20101124:1500;49,3
20101124:1600;51,1
20101124:1700;66,35
20101124:1800;71,15
20101124:1900;71,05
20101124:2000;70,95
20101124:2100;76,3
20101124:2200;82,25
20101124:2300;82,2
20101125:0000;82,15
20101125:0100;85,3
20101125:0200;85,25
20101125:0300;85,2
20101125:0400;88,5
20101125:0500;88,45
20101125:0600;88,45
20101125:0700;85,1
20101125:0800;88,45
20101125:0900;79
20101125:1000;68,1
20101125:1100;58,8
20101125:1200;52,7
20101125:1300;51
20101125:1400;49,2
20101125:1500;47,35
20101125:1600;52,95
20101125:1700;59,15
20101125:1800;58,8
20101125:1900;63,25
20101125:2000;68,1
20101125:2100;73,3
20101125:2200;73,2
20101125:2300;78,95
20101126:0000;81,95
20101126:0100;81,95
20101126:0200;78,8
20101126:0300;78,8
20101126:0400;78,75
20101126:0500;78,65
20101126:0600;78,6
20101126:0700;78,6
20101126:0800;81,75
20101126:0900;70,2
20101126:1000;58,05
20101126:1100;49,95
20101126:1200;48,25
20101126:1300;48,25
20101126:1400;46,55
20101126:1500;46,55
20101126:1600;48,25
20101126:1700;52,1
20101126:1800;58,2
20101126:1900;62,95
20101126:2000;60,5
20101126:2100;60,4
20101126:2200;62,7
20101126:2300;65,1
20101127:0000;67,6
20101127:0100;67,5
20101127:0200;70,1
20101127:0300;72,85
20101127:0400;75,7
20101127:0500;78,65
20101127:0600;78,6
20101127:0700;78,6
20101127:0800;75,6
20101127:0900;70,1
20101127:1000;62,7
20101127:1100;56,2
20101127:1200;56,45
20101127:1300;54,4
20101127:1400;54,4
20101127:1500;52,35
20101127:1600;56,45
20101127:1700;58,55
20101127:1800;58,3
20101127:1900;58,2
20101127:2000;58,05
20101127:2100;60,3
20101127:2200;62,6
20101127:2300;67,5
20101128:0000;72,95
20101128:0100;75,75
20101128:0200;81,8
20101128:0300;81,75
20101128:0400;78,65
20101128:0500;78,6
20101128:0600;81,75
20101128:0700;81,7
20101128:0800;81,75
20101128:0900;78,8
20101128:1000;65,2
20101128:1100;58,45
20101128:1200;52,2
20101128:1300;46,55
20101128:1400;44,75
20101128:1500;48,25
20101128:1600;52,2
20101128:1700;58,45
20101128:1800;62,95
20101128:1900;67,8
20101128:2000;70,4
20101128:2100;73
20101128:2200;78,8
20101128:2300;81,9
20101129:0000;85,05
20101129:0100;85
20101129:0200;85
20101129:0300;88,35
20101129:0400;88,3
20101129:0500;91,85
20101129:0600;91,85
20101129:0700;91,9
20101129:0800;88,4
20101129:0900;78,8
20101129:1000;73,2
20101129:1100;70,6
20101129:1200;70,7
20101129:1300;73,45
20101129:1400;79,2
20101129:1500;82,25
20101129:1600;85,4
20101129:1700;88,65
20101129:1800;92,1
20101129:1900;92,1
20101129:2000;92,1
20101129:2100;92,1
20101129:2200;92,1
20101129:2300;92,15
20101130:0000;92,15
20101130:0100;92,15
20101130:0200;95,7
20101130:0300;92,15
20101130:0400;92,15
20101130:0500;92,15
20101130:0600;92,15
20101130:0700;95,7
20101130:0800;95,7
20101130:0900;92,25
20101130:1000;88,9
20101130:1100;79,55
20101130:1200;73,95
20101130:1300;82,65
20101130:1400;85,75
20101130:1500;85,7
20101130:1600;94,71
20101130:1700;93,85
20101130:1800;92,98
20101130:1900;92,12
20101130:2000;91,25
20101130:2100;90,39
20101130:2200;89,52
20101130:2300;88,65
20141201:0000;87,79
20141201:0100;86,92
20141201:0200;86,06
20141201:0300;85,19
20141201:0400;84,33
20141201:0500;83,46
20141201:0600;82,6
20141201:0700;81,73
20141201:0800;79,7
20141201:0900;82,9
20141201:1000;66,75
20141201:1100;62,2
20141201:1200;55,9
20141201:1300;53,95
20141201:1400;53,95
20141201:1500;55,9
20141201:1600;60,05
20141201:1700;64,45
20141201:1800;69,15
20141201:1900;64,35
20141201:2000;64,1
20141201:2100;63,9
20141201:2200;63,9
20141201:2300;66,25
20141202:0000;66,25
20141202:0100;68,7
20141202:0200;71,35
20141202:0300;71,35
20141202:0400;71,35
20141202:0500;73,95
20141202:0600;73,95
20141202:0700;73,95
20141202:0800;76,8
20141202:0900;71,5
20141202:1000;64,1
20141202:1100;57,55
20141202:1200;53,5
20141202:1300;51,65
20141202:1400;49,85
20141202:1500;51,65
20141202:1600;53,5
20141202:1700;57,4
20141202:1800;61,65
20141202:1900;61,65
20141202:2000;66,35
20141202:2100;68,8
20141202:2200;71,35
20141202:2300;73,95
20141203:0000;76,7
20141203:0100;79,55
20141203:0200;82,55
20141203:0300;85,7
20141203:0400;82,6
20141203:0500;82,6
20141203:0600;79,55
20141203:0700;79,65
20141203:0800;79,65
20141203:0900;76,85
20141203:1000;68,8
20141203:1100;63,9
20141203:1200;63,9
20141203:1300;59,35
20141203:1400;57,15
20141203:1500;55,05
20141203:1600;57,05
20141203:1700;61,45
20141203:1800;68,6
20141203:1900;71,25
20141203:2000;68,6
20141203:2100;68,5
20141203:2200;65,95
20141203:2300;68,4
20141204:0000;68,4
20141204:0100;70,95
20141204:0200;73,65
20141204:0300;76,4
20141204:0400;79,35
20141204:0500;82,35
20141204:0600;85,5
20141204:0700;85,45
20141204:0800;88,75
20141204:0900;79,4
20141204:1000;71,15
20141204:1100;66,15
20141204:1200;57,05
20141204:1300;54,9
20141204:1400;52,85
20141204:1500;52,85
20141204:1600;54,9
20141204:1700;61,45
20141204:1800;66,05
20141204:1900;76,65
20141204:2000;79,4
20141204:2100;79,35
20141204:2200;76,4
20141204:2300;73,65
20141205:0000;76,5
20141205:0100;76,5
20141205:0200;79,35
20141205:0300;85,5
20141205:0400;88,75
20141205:0500;88,75
20141205:0600;92,15
20141205:0700;95,7
20141205:0800;95,7
20141205:0900;92,2
20141205:1000;79,5
20141205:1100;68,7
20141205:1200;63,9
20141205:1300;59,35
20141205:1400;55,05
20141205:1500;52,95
20141205:1600;55,05
20141205:1700;61,55
20141205:1800;68,7
20141205:1900;73,9
20141205:2000;76,55
20141205:2100;79,35
20141205:2200;82,3
20141205:2300;82,25
20141206:0000;85,4
20141206:0100;85,35
20141206:0200;85,3
20141206:0300;85,3
20141206:0400;85,25
20141206:0500;85,25
20141206:0600;82
20141206:0700;79,1
20141206:0800;79,1
20141206:0900;82,3
20141206:1000;65,85
20141206:1100;61,2
20141206:1200;52,7
20141206:1300;47,05
20141206:1400;43,55
20141206:1500;43,55
20141206:1600;50,7
20141206:1700;56,7
20141206:1800;63,35
20141206:1900;70,95
20141206:2000;73,65
20141206:2100;70,8
20141206:2200;68
20141206:2300;70,5
20141207:0000;70,4
20141207:0100;73
20141207:0200;75,85
20141207:0300;78,8
20141207:0400;78,75
20141207:0500;72,85
20141207:0600;67,5
20141207:0700;72,95
20141207:0800;70,2
20141207:0900;73,2
20141207:1000;63,05
20141207:1100;56,45
20141207:1200;50,6
20141207:1300;50,7
20141207:1400;50,85
20141207:1500;52,85
20141207:1600;56,9
20141207:1700;63,6
20141207:1800;70,95
20141207:1900;76,5
20141207:2000;79,35
20141207:2100;70,95
20141207:2200;73,65
20141207:2300;76,4
20141208:0000;79,3
20141208:0100;85,45
20141208:0200;92,1
20141208:0300;92,05
20141208:0400;95,65
20141208:0500;95,65
20141208:0600;99,4
20141208:0700;99,4
20141208:0800;99,4
20141208:0900;99,35
20141208:1000;88,8
20141208:1100;76,65
20141208:1200;68,7
20141208:1300;63,9
20141208:1400;59,5
20141208:1500;57,4
20141208:1600;61,75
20141208:1700;66,35
20141208:1800;71,25
20141208:1900;71,15
20141208:2000;76,55
20141208:2100;82,4
20141208:2200;82,4
20141208:2300;85,55
20141209:0000;85,5
20141209:0100;85,5
20141209:0200;88,75
20141209:0300;92,15
20141209:0400;88,7
20141209:0500;88,65
20141209:0600;88,65
20141209:0700;85,45
20141209:0800;85,45
20141209:0900;85,6
20141209:1000;71,15
20141209:1100;54,8
20141209:1200;52,7
20141209:1300;50,85
20141209:1400;50,85
20141209:1500;50,85
20141209:1600;54,8
20141209:1700;58,9
20141209:1800;65,85
20141209:1900;68,4
20141209:2000;73,65
20141209:2100;73,55
20141209:2200;76,3
20141209:2300;79,2
20141210:0000;79,15
20141210:0100;85,35
20141210:0200;85,3
20141210:0300;85,3
20141210:0400;82,15
20141210:0500;85,35
20141210:0600;88,65
20141210:0700;92
20141210:0800;95,6
20141210:0900;92,1
20141210:1000;82,35
20141210:1100;71,05
20141210:1200;66,15
20141210:1300;63,9
20141210:1400;61,65
20141210:1500;59,5
20141210:1600;64
20141210:1700;68,8
20141210:1800;73,9
20141210:1900;79,5
20141210:2000;73,9
20141210:2100;79,5
20141210:2200;82,4
20141210:2300;88,75
20141211:0000;95,65
20141211:0100;99,35
20141211:0200;99,4
20141211:0300;99,4
20141211:0400;99,4
20141211:0500;99,4
20141211:0600;99,4
20141211:0700;95,6
20141211:0800;99,4
20141211:0900;95,65
20141211:1000;85,55
20141211:1100;73,9
20141211:1200;68,8
20141211:1300;66,45
20141211:1400;64,1
20141211:1500;61,85
20141211:1600;66,55
20141211:1700;71,5
20141211:1800;79,65
20141211:1900;85,65
20141211:2000;82,55
20141211:2100;82,55
20141211:2200;88,85
20141211:2300;95,7
20141212:0000;99,4
20141212:0100;99,35
20141212:0200;99,35
20141212:0300;99,4
20141212:0400;99,4
20141212:0500;99,4
20141212:0600;99,4
20141212:0700;99,4
20141212:0800;95,6
20141212:0900;99,4
20141212:1000;99,35
20141212:1100;99,4
20141212:1200;85,65
20141212:1300;76,7
20141212:1400;68,8
20141212:1500;66,35
20141212:1600;71,4
20141212:1700;76,7
20141212:1800;82,55
20141212:1900;82,5
20141212:2000;85,55
20141212:2100;88,75
20141212:2200;92,15
20141212:2300;92,15
20141213:0000;92,15
20141213:0100;92,2
20141213:0200;92,2
20141213:0300;88,85
20141213:0400;92,3
20141213:0500;92,3
20141213:0600;95,8
20141213:0700;92,35
20141213:0800;92,35
20141213:0900;92,4
20141213:1000;85,95
20141213:1100;85,95
20141213:1200;85,95
20141213:1300;86
20141213:1400;86
20141213:1500;83
20141213:1600;83
20141213:1700;86
20141213:1800;89,15
20141213:1900;89,15
20141213:2000;89,15
20141213:2100;89,15
20141213:2200;89,15
20141213:2300;89,15
20141214:0000;89,1
20141214:0100;89,1
20141214:0200;85,95
20141214:0300;89,1
20141214:0400;89,1
20141214:0500;89,1
20141214:0600;85,9
20141214:0700;89,05
20141214:0800;92,35
20141214:0900;92,35
20141214:1000;89,05
20141214:1100;89,05
20141214:1200;89,05
20141214:1300;89,05
20141214:1400;89,05
20141214:1500;89
20141214:1600;92,35
20141214:1700;89
20141214:1800;92,3
20141214:1900;89
20141214:2000;92,35
20141214:2100;89
20141214:2200;89
20141214:2300;89
20141215:0000;85,75
20141215:0100;88,95
20141215:0200;85,75
20141215:0300;85,75
20141215:0400;85,75
20141215:0500;82,6
20141215:0600;82,6
20141215:0700;82,6
20141215:0800;79,55
20141215:0900;79,65
20141215:1000;74,05
20141215:1100;66,35
20141215:1200;61,75
20141215:1300;59,6
20141215:1400;55,4
20141215:1500;55,4
20141215:1600;61,75
20141215:1700;66,35
20141215:1800;71,25
20141215:1900;71,25
20141215:2000;76,65
20141215:2100;79,5
20141215:2200;82,5
20141215:2300;82,4
20141216:0000;82,35
20141216:0100;88,75
20141216:0200;92,15
20141216:0300;85,5
20141216:0400;92,15
20141216:0500;95,7
20141216:0600;95,7
20141216:0700;92,15
20141216:0800;92,15
20141216:0900;92,2
20141216:1000;88,85
20141216:1100;85,7
20141216:1200;82,7
20141216:1300;77
20141216:1400;77,1
20141216:1500;77,15
20141216:1600;77,15
20141216:1700;77,1
20141216:1800;79,9
20141216:1900;85,8
20141216:2000;88,95
20141216:2100;85,65
20141216:2200;88,85
20141216:2300;92,2
20141217:0000;88,8
20141217:0100;88,8
20141217:0200;92,15
20141217:0300;92,15
20141217:0400;88,8
20141217:0500;92,15
20141217:0600;95,7
20141217:0700;92,15
20141217:0800;95,7
20141217:0900;92,2
20141217:1000;79,7
20141217:1100;74,2
20141217:1200;71,7
20141217:1300;69,25
20141217:1400;66,95
20141217:1500;66,95
20141217:1600;69,35
20141217:1700;69,25
20141217:1800;71,75
20141217:1900;85,9
20141217:2000;85,9
20141217:2100;85,85
20141217:2200;89
20141217:2300;95,75
20141218:0000;99,4
20141218:0100;100
20141218:0200;100
20141218:0300;100
20141218:0400;99,4
20141218:0500;99,35
20141218:0600;99,35
20141218:0700;99,35
20141218:0800;100
20141218:0900;95,7
20141218:1000;85,7
20141218:1100;76,85
20141218:1200;71,6
20141218:1300;69,15
20141218:1400;64,45
20141218:1500;62,2
20141218:1600;66,85
20141218:1700;74,4
20141218:1800;79,85
20141218:1900;89
20141218:2000;82,7
20141218:2100;82,75
20141218:2200;85,8
20141218:2300;95,75
20141219:0000;95,7
20141219:0100;100
20141219:0200;100
20141219:0300;99,4
20141219:0400;99,35
20141219:0500;100
20141219:0600;99,4
20141219:0700;100
20141219:0800;99,4
20141219:0900;99,4
20141219:1000;85,7
20141219:1100;79,85
20141219:1200;77,1
20141219:1300;71,85
20141219:1400;66,85
20141219:1500;66,85
20141219:1600;71,85
20141219:1700;79,95
20141219:1800;85,9
20141219:1900;85,85
20141219:2000;85,9
20141219:2100;89
20141219:2200;99,4
20141219:2300;99,4
20141220:0000;99,4
20141220:0100;99,35
20141220:0200;95,65
20141220:0300;92
20141220:0400;92
20141220:0500;88,45
20141220:0600;88,45
20141220:0700;91,95
20141220:0800;88,4
20141220:0900;88,55
20141220:1000;73,55
20141220:1100;68,6
20141220:1200;61,65
20141220:1300;59,7
20141220:1400;57,75
20141220:1500;57,9
20141220:1600;62,2
20141220:1700;64,35
20141220:1800;71,6
20141220:1900;82,65
20141220:2000;82,6
20141220:2100;88,9
20141220:2200;88,85
20141220:2300;88,85
20141221:0000;92,25
20141221:0100;92,2
20141221:0200;92,2
20141221:0300;92,2
20141221:0400;95,7
20141221:0500;99,4
20141221:0600;99,4
20141221:0700;99,4
20141221:0800;99,4
20141221:0900;95,7
20141221:1000;88,95
20141221:1100;79,75
20141221:1200;74,2
20141221:1300;64,25
20141221:1400;62
20141221:1500;57,65
20141221:1600;64,35
20141221:1700;77
20141221:1800;76,85
20141221:1900;82,6
20141221:2000;85,6
20141221:2100;92,2
20141221:2200;92,15
20141221:2300;92,15
20141222:0000;95,65
20141222:0100;95,65
20141222:0200;99,4
20141222:0300;95,65
20141222:0400;99,4
20141222:0500;95,6
20141222:0600;95,6
20141222:0700;95,6
20141222:0800;92
20141222:0900;92,1
20141222:1000;79,5
20141222:1100;68,8
20141222:1200;59,5
20141222:1300;55,4
20141222:1400;51,65
20141222:1500;51,65
20141222:1600;55,5
20141222:1700;61,65
20141222:1800;68,7
20141222:1900;73,8
20141222:2000;79,35
20141222:2100;79,3
20141222:2200;82,25
20141222:2300;85,35
20141223:0000;85,3
20141223:0100;92,05
20141223:0200;92
20141223:0300;88,5
20141223:0400;91,95
20141223:0500;91,95
20141223:0600;88,4
20141223:0700;88,4
20141223:0800;88,4
20141223:0900;88,55
20141223:1000;76,3
20141223:1100;65,95
20141223:1200;61,45
20141223:1300;59,25
20141223:1400;59,35
20141223:1500;59,35
20141223:1600;59,35
20141223:1700;59,25
20141223:1800;63,7
20141223:1900;71,15
20141223:2000;73,8
20141223:2100;79,35
20141223:2200;88,65
20141223:2300;88,6
20141224:0000;95,65
20141224:0100;95,6
20141224:0200;95,6
20141224:0300;91,95
20141224:0400;91,95
20141224:0500;95,6
20141224:0600;95,6
20141224:0700;95,6
20141224:0800;95,6
20141224:0900;95,65
20141224:1000;85,5
20141224:1100;79,5
20141224:1200;68,7
20141224:1300;63,9
20141224:1400;63,9
20141224:1500;63,9
20141224:1600;63,9
20141224:1700;76,8
20141224:1800;82,5
20141224:1900;85,6
20141224:2000;82,5
20141224:2100;85,6
20141224:2200;92,15
20141224:2300;95,65
20141225:0000;99,4
20141225:0100;99,4
20141225:0200;95,6
20141225:0300;99,4
20141225:0400;99,4
20141225:0500;95,6
20141225:0600;91,95
20141225:0700;88,4
20141225:0800;91,9
20141225:0900;92
20141225:1000;82,15
20141225:1100;73,55
20141225:1200;65,95
20141225:1300;59,15
20141225:1400;59,25
20141225:1500;57,15
20141225:1600;63,9
20141225:1700;66,25
20141225:1800;73,9
20141225:1900;73,95
20141225:2000;76,7
20141225:2100;79,55
20141225:2200;82,55
20141225:2300;82,55
20141226:0000;85,65
20141226:0100;85,65
20141226:0200;88,85
20141226:0300;88,85
20141226:0400;92,2
20141226:0500;95,7
20141226:0600;99,4
20141226:0700;99,4
20141226:0800;99,4
20141226:0900;95,7
20141226:1000;85,75
20141226:1100;76,95
20141226:1200;69
20141226:1300;66,55
20141226:1400;64,25
20141226:1500;61,85
20141226:1600;66,55
20141226:1700;71,5
20141226:1800;76,8
20141226:1900;82,65
20141226:2000;82,55
20141226:2100;88,85
20141226:2200;92,2
20141226:2300;95,7
20141227:0000;99,4
20141227:0100;99,4
20141227:0200;100
20141227:0300;100
20141227:0400;99,4
20141227:0500;100
20141227:0600;100
20141227:0700;100
20141227:0800;100
20141227:0900;99,35
20141227:1000;99,4
20141227:1100;92,2
20141227:1200;88,9
20141227:1300;76,8
20141227:1400;71,5
20141227:1500;69
20141227:1600;71,5
20141227:1700;74,05
20141227:1800;76,7
20141227:1900;79,5
20141227:2000;82,5
20141227:2100;82,4
20141227:2200;82,35
20141227:2300;79,3
20141228:0000;79,2
20141228:0100;79,2
20141228:0200;79,2
20141228:0300;76,3
20141228:0400;79,2
20141228:0500;82,3
20141228:0600;79,3
20141228:0700;79,35
20141228:0800;82,4
20141228:0900;82,5
20141228:1000;76,65
20141228:1100;76,8
20141228:1200;79,75
20141228:1300;74,2
20141228:1400;66,35
20141228:1500;66,25
20141228:1600;63,6
20141228:1700;58,65
20141228:1800;58,45
20141228:1900;58,3
20141228:2000;60,4
20141228:2100;62,6
20141228:2200;62,5
20141228:2300;59,95
20141229:0000;62,25
20141229:0100;62,15
20141229:0200;64,55
20141229:0300;64,55
20141229:0400;59,6
20141229:0500;54,95
20141229:0600;57,1
20141229:0700;54,8
20141229:0800;56,95
20141229:0900;52,85
20141229:1000;43,6
20141229:1100;31,85
20141229:1200;26,25
20141229:1300;25,3
20141229:1400;24,4
20141229:1500;25,4
20141229:1600;31,1
20141229:1700;34,6
20141229:1800;37,15
20141229:1900;38,55
20141229:2000;38,25
20141229:2100;41,3
20141229:2200;44,6
20141229:2300;46,35
20141230:0000;48,15
20141230:0100;48,15
20141230:0200;54,4
20141230:0300;52,2
20141230:0400;46,2
20141230:0500;42,45
20141230:0600;42,45
20141230:0700;46,2
20141230:0800;48,05
20141230:0900;61,65
20141230:1000;45
20141230:1100;42
20141230:1200;39,25
20141230:1300;41,15
20141230:1400;41,45
20141230:1500;44,85
20141230:1600;50,35
20141230:1700;48,15
20141230:1800;51,8
20141230:1900;55,85
20141230:2000;60,15
20141230:2100;62,5
20141230:2200;75,6
20141230:2300;81,7
20141231:0000;84,95
20141231:0100;84,95
20141231:0200;84,95
20141231:0300;88,3
20141231:0400;88,3
20141231:0500;88,3
20141231:0600;88,3
20141231:0700;88,25
20141231:0800;88,25
20141231:0900;88,4
20141231:1000;70,2
20141231:1100;62,8
20141231:1200;56,3
20141231:1300;54,4
20141231:1400;54,55
20141231:1500;58,9
20141231:1600;73,84
20141231:1700;75,73
20141231:1800;77,63
20141231:1900;79,52
20141231:2000;81,42
20141231:2100;83,31
20141231:2200;85,21
20141231:2300;87,1
